시도명,시군구명,읍/면/동,등록인구수,인구밀도,어린이보호구역개수
강원도,평창군,평창읍,8834.0,0.0056580583137397,4
강원도,평창군,미탄면,1747.0,0.0011189300287642,1
강원도,평창군,방림면,2512.0,0.0016089022508619,2
강원도,평창군,대화면,5537.0,0.0035463741094834,4
강원도,평창군,봉평면,5916.0,0.0037891185175554,1
강원도,평창군,용평면,3261.0,0.0020886266879222,4
강원도,평창군,진부면,9278.0,0.0059424343485258,4
강원도,평창군,대관령면,5936.0,0.003801928248852,3
