시도명,시군구명,읍/면/동,등록인구수,인구밀도,어린이보호구역개수
강원도,태백시,구문소동,2917,0.001868299,0
강원도,태백시,문곡소도동,4053,0.002595892,1
강원도,태백시,삼수동,6364,0.004076056,0
강원도,태백시,상장동,14295,0.009155755,0
강원도,태백시,장성동,3561,0.002280773,3
강원도,태백시,철암동,2338,0.001497458,1
강원도,태백시,황연동,4825,0.003090348,0
강원도,태백시,황지동,6759,0.004329049,4
