,시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
15160,초등학교,금옥초등학교,서울특별시 성동구 독서당로 251,서울특별시 성동구 금호동4가 1254,37.54630189,127.0176529,서울특별시 성동구,성동경찰서,Y,6.0,30,2021-03-03,3030000,서울특별시 성동구
15161,초등학교,용답초등학교,서울특별시 성동구 용답동 용답25길 1 용답초등학교,서울특별시 성동구 용답동 29,37.5607767,127.0537611,서울특별시 성동구,성동경찰서,Y,6.0,7,2021-03-03,3030000,서울특별시 성동구
15162,초등학교,경일초등학교,서울특별시 성동구 성수동1가 뚝섬로 332 경일초등학교 가동(교사),서울특별시 성동구 성수동1가 656-32,37.54068097,127.0472858,서울특별시 성동구,성동경찰서,Y,4.0,4~9,2021-03-03,3030000,서울특별시 성동구
15163,초등학교,옥수초등학교,서울특별시 성동구 금호동4가 금호로1길 25 옥수초등학교,서울특별시 성동구 금호동4가 440-12,37.54611466,127.0219784,서울특별시 성동구,성동경찰서,Y,3.0,6~6,2021-03-03,3030000,서울특별시 성동구
15164,초등학교,동명초등학교,서울특별시 성동구 마장로29길 29,서울특별시 성동구 마장동 556,37.56872188,127.0355427,서울특별시 성동구,성동경찰서,Y,7.0,7,2021-03-03,3030000,서울특별시 성동구
15165,초등학교,경수초등학교,서울특별시 성동구 성수동2가 뚝섬로13길 22 경수초등학교,서울특별시 성동구 성수동2가 268,37.54035393,127.0583065,서울특별시 성동구,성동경찰서,Y,6.0,8,2021-03-03,3030000,서울특별시 성동구
15166,초등학교,사근초등학교,서울특별시 성동구 사근동 사근동11길 16 사근초등학교,서울특별시 성동구 사근동 291-5,37.56295571,127.0477413,서울특별시 성동구,성동경찰서,Y,7.0,4~13,2021-03-03,3030000,서울특별시 성동구
15167,초등학교,마장초등학교,"서울특별시 성동구 마장동 마장로35나길 31 마장초,중학교",서울특별시 성동구 마장동 766-49,37.56802798,127.0427358,서울특별시 성동구,성동경찰서,Y,2.0,8~10,2021-03-03,3030000,서울특별시 성동구
15168,초등학교,경동초등학교,서울특별시 성동구 성수일로 34,서울특별시 성동구 성수동1가 19-1,37.54330839,127.0503087,서울특별시 성동구,성동경찰서,Y,6.0,8~21,2021-03-03,3030000,서울특별시 성동구
15169,초등학교,옥정초등학교,서울특별시 성동구 옥수동 한림말길 43 옥정초등학교,서울특별시 성동구 옥수동 233-16,37.54200487,127.0155614,서울특별시 성동구,성동경찰서,Y,3.0,6~8.5,2021-03-03,3030000,서울특별시 성동구
