,시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
0,초등학교,오덕초등학교,강원도 철원군 동송읍 오덕로159,강원도 철원군 동송읍 오덕리 산23,38.2229984579,127.232171,강원도 철원군,철원경찰서,Y,1,6,2020-08-26,4300000,강원도 철원군
1,초등학교,문혜초등학교,강원도 철원군 갈말읍 태봉로1556,강원도 철원군 갈말읍 문혜리 1099-4,38.1868442263,127.3180714284,강원도 철원군,철원경찰서,Y,1,6,2020-08-26,4300000,강원도 철원군
2,어린이집,로이스어린이집,대구광역시 달서구 진천로3길 85-11,대구광역시 달서구 진천동 470-23,35.80974735,128.5214745,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,6,2021-03-15,3470000,대구광역시 달서구
3,어린이집,예원어린이집,대구광역시 달서구 월곡로47안길 33-7,대구광역시 달서구 상인동 588,35.8149995,128.5403876,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,6,2021-03-15,3470000,대구광역시 달서구
4,어린이집,해뜰어린이집,대구광역시 달서구 월곡로47안길 33-4,대구광역시 달서구 상인동 588,35.81479254,128.5403087,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,6,2021-03-15,3470000,대구광역시 달서구
5,어린이집,예능캐슬어린이집,대구광역시 달서구 월곡로26안길 17-7,대구광역시 달서구 상인동 1214,35.80908752,128.5501291,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,6,2021-03-15,3470000,대구광역시 달서구
6,어린이집,토마토어린이집,대구광역시 달서구 성서동로65길 24,대구광역시 달서구 이곡동 1000-195,35.85029219,128.5145444,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,8,2021-03-15,3470000,대구광역시 달서구
7,어린이집,행복한어린이집,대구광역시 달서구 화암로 301,대구광역시 달서구 대곡동 1035,35.80469338,128.5169330161,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,12,2021-03-15,3470000,대구광역시 달서구
8,어린이집,기쁨어린이집,대구광역시 달서구 야외음악당로39길 41,대구광역시 달서구 두류동 614-6,35.85384614,128.5543582,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,8,2021-03-15,3470000,대구광역시 달서구
9,어린이집,동심어린이집,대구광역시 달서구 상화로51길 14,대구광역시 달서구 상인동 1332-343,35.8093979378,128.5425184,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,8,2021-03-15,3470000,대구광역시 달서구
10,초등학교,한동초등학교,제주특별자치도 제주시 구좌읍 일주동로 2831,제주특별자치도 제주시 구좌읍 한동리 1168,33.53912963,126.8290084,자치경찰단 교통정보센터,동부경찰서,Y,3,9~21,2021-07-06,6500000,제주특별자치도
11,유치원,한동초등학교 병설유치원,제주특별자치도 제주시 구좌읍 일주동로 2831,제주특별자치도 제주시 구좌읍 한동리 1168,33.53912963,126.8290084,자치경찰단 교통정보센터,동부경찰서,Y,1,22,2021-07-06,6500000,제주특별자치도
12,초등학교,조천초등학교,제주특별자치도 제주시 조천읍 신북로 195,제주특별자치도 제주시 조천읍 조천리 3140,33.53565426,126.6343499,자치경찰단 교통정보센터,동부경찰서,Y,2,26,2021-07-06,6500000,제주특별자치도
13,유치원,조천초등학교 병설유치원,제주특별자치도 제주시 조천읍 신북로 195,제주특별자치도 제주시 조천읍 조천리 3140,33.53565426,126.6343499,자치경찰단 교통정보센터,동부경찰서,Y,2,10~16,2021-07-06,6500000,제주특별자치도
14,초등학교,광령초등학교,제주특별자치도 제주시 애월읍 광성로 276,제주특별자치도 제주시 애월읍 광령리 1223,33.45925786,126.4362287,자치경찰단 교통정보센터,서부경찰서,Y,3,9~16,2021-07-06,6500000,제주특별자치도
15,유치원,광령초등학교 병설유치원,제주특별자치도 제주시 애월읍 광성로 276,제주특별자치도 제주시 애월읍 광령리 1223,33.45925786,126.4362287,자치경찰단 교통정보센터,서부경찰서,Y,1,12~34,2021-07-06,6500000,제주특별자치도
16,초등학교,장전초등학교,제주특별자치도 제주시 애월읍 장전로 122,제주특별자치도 제주시 애월읍 장전리 435,33.44939437,126.3907374,자치경찰단 교통정보센터,서부경찰서,Y,1,15,2021-07-06,6500000,제주특별자치도
17,유치원,장전초등학교 병설유치원,제주특별자치도 제주시 애월읍 장전로 122,제주특별자치도 제주시 애월읍 장전리 435,33.44939437,126.3907374,자치경찰단 교통정보센터,서부경찰서,Y,2,7~16,2021-07-06,6500000,제주특별자치도
18,초등학교,금악초등학교,제주특별자치도 제주시 한림읍 금악남2길 1,제주특별자치도 제주시 한림읍 금악리 1915,33.35664546,126.2963556,자치경찰단 교통정보센터,서부경찰서,Y,1,3~12,2021-07-06,6500000,제주특별자치도
19,초등학교,김녕초등학교 동복분교,제주특별자치도 제주시 구좌읍 동복로 66-5,제주특별자치도 제주시 구좌읍 동복리 1367,33.55240328,126.7135735,자치경찰단 교통정보센터,동부경찰서,Y,2,13,2021-07-06,6500000,제주특별자치도
20,유치원,김녕초등학교 동복분교 병설유치원,제주특별자치도 제주시 구좌읍 동복로 66-5,제주특별자치도 제주시 구좌읍 동복리 1367,33.55240328,126.7135735,자치경찰단 교통정보센터,동부경찰서,Y,1,5,2021-07-06,6500000,제주특별자치도
21,초등학교,한라초등학교,제주특별자치도 제주시 연화로 42,제주특별자치도 제주시 노형동 754-2,33.4778157,126.4864335,자치경찰단 교통정보센터,서부경찰서,Y,2,6~22,2021-07-06,6500000,제주특별자치도
22,초등학교,도평초등학교,제주특별자치도 제주시 도평길 17,제주특별자치도 제주시 도평동 866,33.48082926,126.4467736,자치경찰단 교통정보센터,서부경찰서,Y,3,8~12,2021-07-06,6500000,제주특별자치도
23,유치원,도평초등학교 병설유치원,제주특별자치도 제주시 도평길 17,제주특별자치도 제주시 도평동 866,33.48082926,126.4467736,자치경찰단 교통정보센터,서부경찰서,Y,3,15,2021-07-06,6500000,제주특별자치도
24,초등학교,물메초등학교,제주특별자치도 제주시 애월읍 엄수로 202-4,제주특별자치도 제주시 애월읍 수산리 1033,33.46618837,126.3914319,자치경찰단 교통정보센터,서부경찰서,Y,3,15~18,2021-07-06,6500000,제주특별자치도
25,유치원,물메초등학교 병설유치원,제주특별자치도 제주시 애월읍 엄수로 202-4,제주특별자치도 제주시 애월읍 수산리 1033,33.46618837,126.3914319,자치경찰단 교통정보센터,서부경찰서,N,0,28,2021-07-06,6500000,제주특별자치도
26,초등학교,고산초등학교,제주특별자치도 제주시 한경면 고산로1길 16,제주특별자치도 제주시 한경면 고산리 2684-1,33.30452697,126.1768735,자치경찰단 교통정보센터,서부경찰서,Y,1,16,2021-07-06,6500000,제주특별자치도
27,초등학교,초은초등학교,인천광역시 서구 청라에메랄드로 33,인천광역시 서구 청라동 192-3,37.52842328,126.6558469,인천서구청,인천서부경찰서,N,1,,2021-03-12,3560000,인천광역시 서구
28,초등학교,청일초등학교,인천광역시 서구 크리스탈로 46,인천광역시 서구 경서동 970-2,37.52925815,126.6373616,인천서구청,인천서부경찰서,N,6,,2021-03-12,3560000,인천광역시 서구
29,유치원,은하유치원,인천광역시 서구 완정로10번길 20,인천광역시 서구 마전동 1008-12,37.5960062,126.6740746,인천서구청,인천서부경찰서,Y,1,,2021-03-12,3560000,인천광역시 서구
30,유치원,예일유치원,인천광역시 서구 장고개로337번길 12,인천광역시 서구 가좌동 19,37.4930408,126.685842,인천서구청,인천서부경찰서,Y,1,,2021-03-12,3560000,인천광역시 서구
31,유치원,아림유치원,인천광역시 서구 장고개로 375-11,인천광역시 서구 가좌동 2-12,37.49556495,126.6908008,인천서구청,인천서부경찰서,N,0,,2021-03-12,3560000,인천광역시 서구
32,유치원,미일유치원,인천광역시 서구 서달로 153-1,인천광역시 서구 석남동 470-7,37.51232333,126.6785404,인천서구청,인천서부경찰서,Y,1,,2021-03-12,3560000,인천광역시 서구
33,유치원,한샘유치원,인천광역시 서구 율로도15번길 26,인천광역시 서구 신현동 173-81,37.51636205,126.6649576,인천서구청,인천서부경찰서,Y,1,,2021-03-12,3560000,인천광역시 서구
34,유치원,아름다운유치원,인천광역시 서구 신현로 44,인천광역시 서구 신현동 283,37.5174421,126.6723896,인천서구청,인천서부경찰서,Y,1,,2021-03-12,3560000,인천광역시 서구
35,유치원,새한신유치원,인천광역시 서구 여우재로 129,인천광역시 서구 가좌동 309-3,37.48956626,126.6861287,인천서구청,인천서부경찰서,N,0,,2021-03-12,3560000,인천광역시 서구
36,유치원,희망찬유치원,인천광역시 서구 봉화로223번안길 5,인천광역시 서구 금곡동 403-2,37.6125052,126.637056,인천서구청,인천서부경찰서,Y,1,,2021-03-12,3560000,인천광역시 서구
37,유치원,한울유치원,인천광역시 서구 서곶로 816,인천광역시 서구 당하동 895-1,37.59006408,126.6743632,인천서구청,인천서부경찰서,N,0,,2021-03-12,3560000,인천광역시 서구
38,어린이집,해보어린이집,전라남도 함평군 해보면 유정길 42,전라남도 함평군 해보면 금덕리 438-1,35.179231,126.600667,전라남도 함평군청,함평경찰서,Y,3,4~8,2021-07-05,4960000,전라남도 함평군
39,어린이집,엄다어린이집,전라남도 함평군 엄다면 신송길 13-14,전라남도 함평군 엄다면 송로리 732-2,35.012275,126.509587,전라남도 함평군청,함평경찰서,N,0,4,2021-07-05,4960000,전라남도 함평군
40,어린이집,명성어린이집,전라남도 함평군 월야면 전하길 40,전라남도 함평군 월야면 월야리 466-7,35.179703,126.629686,전라남도 함평군청,함평경찰서,N,0,5~12,2021-07-05,4960000,전라남도 함평군
41,어린이집,자광어린이집,전라남도 함평군 함평읍 시장길 115,전라남도 함평군 함평읍 기각리 900-1,35.06480392,126.5221248,전라남도 함평군청,함평경찰서,N,0,6~7,2021-07-05,4960000,전라남도 함평군
42,유치원,도곡초등학교 병설유치원,경기도 광주시 초월읍 경충대로 1033-13,경기도 광주시 초월읍 쌍동리 182,37.37087143,127.2996107,경기도 광주시청,광주경찰서,Y,7,7,2020-09-23,5540000,경기도 광주시
43,초등학교,선동초등학교,경기도 광주시 초월읍 동막골길 5,경기도 광주시 초월읍 선동리 274-9,37.3780309,127.317587,경기도 광주시청,광주경찰서,Y,5,16,2020-09-23,5540000,경기도 광주시
44,유치원,선동초등학교 병설유치원,경기도 광주시 초월읍 동막골길 5,경기도 광주시 초월읍 선동리 274-9,37.3780309,127.317587,경기도 광주시청,광주경찰서,Y,5,16,2020-09-23,5540000,경기도 광주시
45,초등학교,초월초등학교,경기도 광주시 초월읍 산수로 523,경기도 광주시 초월읍 신월리 452-1,37.40790375,127.307868,경기도 광주시청,광주경찰서,Y,7,13,2020-09-23,5540000,경기도 광주시
46,유치원,초월초등학교 병설유치원,경기도 광주시 초월읍 산수로 523,경기도 광주시 초월읍 신월리 452-1,37.40790375,127.307868,경기도 광주시청,광주경찰서,Y,7,13,2020-09-23,5540000,경기도 광주시
47,초등학교,광주도평초등학교,경기도 광주시 초월읍 현산로 89-16,경기도 광주시 초월읍 도평리 219-10,37.3964246,127.2893903,경기도 광주시청,광주경찰서,Y,9,8,2020-09-23,5540000,경기도 광주시
48,유치원,광주도평초등학교 병설유치원,경기도 광주시 초월읍 현산로 89-16,경기도 광주시 초월읍 도평리 219-10,37.3964246,127.2893903,경기도 광주시청,광주경찰서,Y,9,8,2020-09-23,5540000,경기도 광주시
49,유치원,초월한솔유치원,경기도 광주시 초월읍 현산로 96,경기도 광주시 초월읍 도평리 212-2,37.39592107,127.2919007944,경기도 광주시청,광주경찰서,Y,4,13,2020-09-23,5540000,경기도 광주시
50,초등학교,태전초등학교,경기도 광주시 태봉로 56,경기도 광주시 태전동 241-1,37.38889833,127.2271187,경기도 광주시청,광주경찰서,Y,9,15,2020-09-23,5540000,경기도 광주시
51,유치원,태전초등학교 병설유치원,경기도 광주시 태봉로 56,경기도 광주시 태전동 241-1,37.38889833,127.2271187,경기도 광주시청,광주경찰서,Y,9,15,2020-09-23,5540000,경기도 광주시
52,유치원,우정유치원,대구광역시 달서구 선원로14길 10,대구광역시 달서구 신당동 1759,35.8585912237,128.4990642,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,8,2021-03-15,3470000,대구광역시 달서구
53,유치원,선혜유치원,대구광역시 달서구 선원로57길 17,대구광역시 달서구 용산동 564-2,35.86008631,128.5236318,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,8,2021-03-15,3470000,대구광역시 달서구
54,유치원,문화유치원,대구광역시 달서구 월배로83길 120-11,대구광역시 달서구 송현동 531-1,35.83264361,128.5452448,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,6,2021-03-15,3470000,대구광역시 달서구
55,유치원,예현유치원,대구광역시 달서구 월배로75길 78,대구광역시 달서구 송현동 554,35.83085801,128.5474352,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,10,2021-03-15,3470000,대구광역시 달서구
56,유치원,은초롱유치원,대구광역시 달서구 서당로7길 93,대구광역시 달서구 신당동 1801-1,35.85425496,128.4938553,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,10,2021-03-15,3470000,대구광역시 달서구
57,유치원,태양유치원,대구광역시 달서구 월배로28안길 17-10,대구광역시 달서구 진천동 223-33,35.81403925,128.5293484,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,8,2021-03-15,3470000,대구광역시 달서구
58,유치원,아이캔유치원,대구광역시 달서구 비슬로 2728-16,대구광역시 달서구 대곡동 57-3,35.80876662,128.5148179,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,10,2021-03-15,3470000,대구광역시 달서구
59,유치원,롯데가야유치원,대구광역시 달서구 대명천로 101,대구광역시 달서구 본리동 193-3,35.83903418,128.5471926,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,15,2021-03-15,3470000,대구광역시 달서구
60,유치원,행복나무유치원,대구광역시 달서구 성서서로73길 68,대구광역시 달서구 신당동 552,35.85821036,128.4964130488,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,6,2021-03-15,3470000,대구광역시 달서구
61,어린이집,썸머힐어린이집,대구광역시 달서구 조암남로27길 10,대구광역시 달서구 대천동 461-1,35.81744454,128.5194445,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,8,2021-03-15,3470000,대구광역시 달서구
62,어린이집,하나렘어린이집,대구광역시 달서구 월배로 235,대구광역시 달서구 상인동 745,35.81996355,128.5388941,대구광역시 달서구청,대구광역시 달서경찰서,Y,2,35,2021-03-15,3470000,대구광역시 달서구
63,어린이집,월성아이세상어린이집,대구광역시 달서구 조암남로10길 42,대구광역시 달서구 월성동 1184,35.82283274,128.5260536,대구광역시 달서구청,대구광역시 달서경찰서,Y,1,8,2021-03-15,3470000,대구광역시 달서구
64,어린이집,대구예술어린이집,대구광역시 달서구 죽전1안길 14,대구광역시 달서구 죽전동 250-2,35.85282869,128.5403127,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,6,2021-03-15,3470000,대구광역시 달서구
65,어린이집,달서어린이집,대구광역시 달서구 대명천로8길 10,대구광역시 달서구 성당동 286,35.83923761,128.5558724,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,8,2021-03-15,3470000,대구광역시 달서구
66,어린이집,큐리어스어린이집,대구광역시 달서구 당산로30길 42-7,대구광역시 달서구 두류동 745-2,35.84727082,128.5514561,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,8,2021-03-15,3470000,대구광역시 달서구
67,어린이집,한솔어린이집,대구광역시 달서구 성지로16길 69-6,대구광역시 달서구 용산동 532-1,35.8578109,128.5225034356,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,6,2021-03-15,3470000,대구광역시 달서구
68,어린이집,대광어린이집,대구광역시 달서구 용산로4길 32,대구광역시 달서구 본리동 669,35.83843377,128.5323850268,대구광역시 달서구청,대구광역시 성서경찰서,Y,1,6,2021-03-15,3470000,대구광역시 달서구
69,어린이집,큰사랑어린이집,대구광역시 달서구 월배로75길 132,대구광역시 달서구 송현동 500-54,35.83342657,128.5474861,대구광역시 달서구청,대구광역시 달서경찰서,Y,2,8,2021-03-15,3470000,대구광역시 달서구
70,초등학교,오산초등학교,전라남도 진도군 고군면 진도대로 288,전라남도 진도군 고군면오산리 1015-1,34.4919235,126.3417846,전라남도 진도군청,진도경찰서,Y,2,6,2021-06-01,5000000,전라남도 진도군
71,초등학교,의신초등학교,전라남도 진도군 의신면 돈지1길 29,전라남도 진도군 의신면 돈지리 662-2,34.440514,126.2799864,전라남도 진도군청,진도경찰서,Y,6,6,2021-06-01,5000000,전라남도 진도군
72,초등학교,석교초등학교,전라남도 진도군 임회면 석교길 47-18,전라남도 진도군 임회면 석교리 419-2,34.40639919,126.1921266,전라남도 진도군청,진도경찰서,Y,2,6,2021-06-01,5000000,전라남도 진도군
73,초등학교,지산초등학교,전라남도 진도군 지산면 인지독치1길 21-5,전라남도 진도군 지산면 인지리 302-15,34.42262881,126.1668857,전라남도 진도군청,진도경찰서,Y,7,6,2021-06-01,5000000,전라남도 진도군
74,초등학교,"금성초등학교,군내어린이집",전라남도 진도군 군내면 금골길 58,전라남도 진도군 군내면 둔전리 356-2,34.5377171329,126.2930439353,전라남도 진도군청,진도경찰서,Y,4,6,2021-06-01,5000000,전라남도 진도군
75,초등학교,조도초등학교,전라남도 진도군 조도면 창유1길 36-14,전라남도 진도군 조도면 창유리 402-3,34.29581903,126.0492442,전라남도 진도군청,진도경찰서,Y,4,6,2021-06-01,5000000,전라남도 진도군
76,유치원,중앙유치원,전라남도 진도군 진도읍 서문길 8-6,전라남도 진도군 진도읍 성내리 47-8,34.48487401,126.2627971,전라남도 진도군청,진도경찰서,Y,4,6,2021-06-01,5000000,전라남도 진도군
77,유치원,진도유치원,전라남도 진도군 진도읍 옥주길 48,전라남도 진도군 진도읍 동외리 729-6,34.4830019,126.2671632,전라남도 진도군청,진도경찰서,Y,2,6,2021-06-01,5000000,전라남도 진도군
78,어린이집,은혜어린이집,전라남도 진도군 고군면 오일시2길 149,전라남도 진도군 고군면 고성리 418-4,34.49988189,126.3169143,전라남도 진도군청,진도경찰서,Y,2,6,2021-06-01,5000000,전라남도 진도군
79,어린이집,"진도어린이집,삐아제어린이집",전라남도 진도군 진도읍 동외4길 80,전라남도 진도군 진도읍 동외리 536-1,34.48669942,126.2737895,전라남도 진도군청,진도경찰서,Y,2,6,2021-06-01,5000000,전라남도 진도군
80,어린이집,왕고개어린이집,전라남도 진도군 의신면 왕온로 20-4,전라남도 진도군 의신면 침계리 873-4,34.4670505882,126.2754469647,전라남도 진도군청,진도경찰서,N,0,6,2021-06-01,5000000,전라남도 진도군
81,어린이집,의신어린이집,전라남도 진도군 의신면 돈지1길 90,전라남도 진도군 의신면 돈지리 196,34.4388792820,126.2858352052,전라남도 진도군청,진도경찰서,N,0,6,2021-06-01,5000000,전라남도 진도군
82,초등학교,왕북초등학교,전라북도 익산시 왕궁면 금광길54-12,전라북도 익산시 왕궁면 동용리 643,35.9910153208,127.1040757572,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
83,유치원,왕북초등학교병설유치원,전라북도 익산시 왕궁면 금광길54-12,전라북도 익산시 왕궁면 동용리 643,35.9910153208,127.1040757572,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
84,초등학교,성북초등학교,전라북도 익산시 망성면 신작길 17-5,전라북도 익산시 망성면 신작리 868,36.14652186,127.008107,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
85,유치원,성북초등학교병설유치원,전라북도 익산시 망성면 신작길 17-5,전라북도 익산시 망성면 신작리 868,36.14652186,127.008107,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
86,초등학교,성당초등학교,전라북도 익산시 성당면 성당로 354-16,전라북도 익산시 성당면 갈산리 615-1,36.1000013957,126.9262098808,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
87,유치원,성당초등학교병설유치원,전라북도 익산시 성당면 성당로 354-16,전라북도 익산시 성당면 갈산리 615-1,36.1000013957,126.9262098808,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
88,초등학교,낭산초등학교,전라북도 익산시 낭산면 우신길 142,전라북도 익산시 낭산면 호암리 318-2,36.06665528,127.0149854,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
89,유치원,낭산초등학교병설유치원,전라북도 익산시 낭산면 우신길 142,전라북도 익산시 낭산면 호암리 318-2,36.06665528,127.0149854,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
90,초등학교,용남초등학교,전라북도 익산시 용안면 입산길 13,전라북도 익산시 용안면 동지산리 76,36.09555076,126.9626139,전라북도 익산시청,전라북도 익산경찰서,Y,,,2020-10-22,6450000,전라북도
91,초등학교,진도초등학교,전라남도 진도군 진도읍 성내길 9-1,전라남도 진도군 진도읍 성내리 34-10,34.4853342,126.2654405,전라남도 진도군청,진도경찰서,Y,7,6,2021-06-01,5000000,전라남도 진도군
92,초등학교,진도서초등학교,전라남도 진도군 진도읍 신흥길 110,전라남도 진도군 진도읍 수역리 1231-1,34.49791188,126.2403578,전라남도 진도군청,진도경찰서,Y,2,6,2021-06-01,5000000,전라남도 진도군
93,초등학교,군내북초등학교,전라남도 진도군 군내면 대야길 54,전라남도 진도군 군내면 녹진리 221-3,34.56436734,126.2892593,전라남도 진도군청,진도경찰서,Y,3,6,2021-06-01,5000000,전라남도 진도군
94,초등학교,고성초등학교,전라남도 진도군 고군면 고성길 2-3,전라남도 진도군 고군면 고성리 783-25,34.49894725,126.3219096,전라남도 진도군청,진도경찰서,Y,2,6,2021-06-01,5000000,전라남도 진도군
95,초등학교,고서초등학교,전라남도 담양군 고서면 원등1길 7,전라남도 담양군 고서면 동운리 591-2,35.224635,126.973633,전라남도 담양군청,담양경찰서,y,3,,2021-02-15,4850000,전라남도 담양군
96,초등학교,남면초등학교,전라남도 담양군 가사문학면 연천길 3,전라남도 담양군 가사문학면 연천리 355,35.17830893,127.0269053,전라남도 담양군청,담양경찰서,y,3,,2021-02-15,4850000,전라남도 담양군
97,초등학교,창평초등학교,전라남도 담양군 창평면 의병로 173,전라남도 담양군 창평면 창평리 39-1,35.24075254,127.0187431,전라남도 담양군청,담양경찰서,y,2,,2021-02-15,4850000,전라남도 담양군
98,초등학교,만덕초등학교,전라남도 담양군 대덕면 창평현로 905,전라남도 담양군 대덕면 매산리 97,35.24933318,127.0356311,전라남도 담양군청,담양경찰서,y,2,,2021-02-15,4850000,전라남도 담양군
99,초등학교,무정초등학교,전라남도 담양군 무정면 수문동길 26-11,전라남도 담양군 무정면 봉안리 68-1,35.29084756,127.0403368,전라남도 담양군청,담양경찰서,y,5,,2021-02-15,4850000,전라남도 담양군
100,유치원,구미유치원,경상북도 구미시 문장로 23-8,경상북도 구미시 도량동 564-6,36.1356986,128.3315771,구미시청,구미경찰서,N,,12,2021-04-20,5080000,경상북도 구미시
101,유치원,구미천사유치원,경상북도 구미시 산책길 55-12 (원평동),경상북도 구미시 원평동 460-8,36.1230875,128.3298402,구미시청,구미경찰서,Y,3,12,2021-04-20,5080000,경상북도 구미시
102,초등학교,구미초교,경상북도 구미시 역전로2길 23,경상북도 구미시 원평동 210-5,36.13017262,128.3338609,구미시청,구미경찰서,Y,11,12,2021-04-20,5080000,경상북도 구미시
103,유치원,구미초등 병설,경상북도 구미시 역전로2길 23,경상북도 구미시 원평동 210-5,36.13017262,128.3338609,구미시청,구미경찰서,Y,11,12,2021-04-20,5080000,경상북도 구미시
104,초등학교,구운초교,경상북도 구미시 고아읍 송평구길 69,경상북도 구미시 고아읍 괴평리 350,36.17002238,128.3682176,구미시청,구미경찰서,Y,3,12,2021-04-20,5080000,경상북도 구미시
105,유치원,구운초등 병설,경상북도 구미시 고아읍 송평구길 69,경상북도 구미시 고아읍 괴평리 350,36.17002238,128.3682176,구미시청,구미경찰서,Y,3,12,2021-04-20,5080000,경상북도 구미시
106,초등학교,구평남부초교,경상북도 구미시 인동가산로 250-25,경상북도 구미시 구평동 474-1,36.09097886,128.4368487,구미시청,구미경찰서,Y,6,12,2021-04-20,5080000,경상북도 구미시
107,초등학교,구평초교,경상북도 구미시 인동가산로 382-14,경상북도 구미시 구평동 121-2,36.09113911,128.4519601,구미시청,구미경찰서,Y,2,12,2021-04-20,5080000,경상북도 구미시
108,어린이집,궁전어린이집,경상북도 구미시 선산읍 선상서로10길 25,경상북도 구미시 선산읍 이문리 664,36.23981307,128.2940111,구미시청,구미경찰서,Y,2,12,2021-04-20,5080000,경상북도 구미시
109,특수학교,금오여고부설 구미혜당학교,경상북도 구미시 선산대로 129,경상북도 구미시 지산동 15-1,36.14245673,128.3459186,구미시청,구미경찰서,Y,2,12,2021-04-20,5080000,경상북도 구미시
110,유치원,금오여고부설 영송유치원,경상북도 구미시 선산대로 129,경상북도 구미시 지산동 15-1,36.14245673,128.3459186,구미시청,구미경찰서,Y,2,12,2021-04-20,5080000,경상북도 구미시
111,유치원,금오유치원,경상북도 구미시 고아읍 문장로22길 40,경상북도 구미시 고아읍 원호리 454,36.15346135,128.3332375,구미시청,구미경찰서,Y,3,12,2021-04-20,5080000,경상북도 구미시
112,초등학교,금오초교,경상북도 구미시 산책길 19,경상북도 구미시 원평동 504,36.1234402,128.3347818,구미시청,구미경찰서,Y,3,12,2021-04-20,5080000,경상북도 구미시
113,어린이집,꿈나무어린이집,경상북도 구미시 수출대로35길 8-12,경상북도 구미시 인의동 259-2,36.11170934,128.4277333,구미시청,구미경찰서,Y,2,12,2021-04-20,5080000,경상북도 구미시
114,유치원,꿈나무유치원,경상북도 구미시 검성로 47 (황상동),경상북도 구미시 황상동 213,36.115073,128.4243468,구미시청,구미경찰서,Y,2,12,2021-04-20,5080000,경상북도 구미시
115,유치원,나리 유치원,경상북도 구미시 산동면 산호대로41길14-42,경상북도 구미시 산동면 봉산리 383-4,36.13922395,128.439908,구미시청,구미경찰서,N,,12,2021-04-20,5080000,경상북도 구미시
116,초등학교,남계초교,경상북도 구미시 고아읍 봉한3길 16,경상북도 구미시 고아읍 봉한리 438-2,36.18109288,128.3484359,구미시청,구미경찰서,Y,3,12,2021-04-20,5080000,경상북도 구미시
117,유치원,남계초등 병설,경상북도 구미시 고아읍 봉한3길 16,경상북도 구미시 고아읍 봉한리 438-2,36.18109288,128.3484359,구미시청,구미경찰서,Y,3,12,2021-04-20,5080000,경상북도 구미시
118,어린이집,늘푸른몬테소리어린이집,경상북도 구미시 문장로 14길37,경상북도 구미시 도량동 733-1,36.14383646,128.3345989,구미시청,구미경찰서,N,,12,2021-04-20,5080000,경상북도 구미시
119,유치원,늘푸른유치원,경상북도 구미시 산호대로23길 19,경상북도 구미시 옥계동 629-2,36.1391818,128.4147752,구미시청,구미경찰서,Y,3,12,2021-04-20,5080000,경상북도 구미시
120,유치원,대자연유치원,경상북도 구미시 4공단로12길 30,경상북도 구미시 금전동 180,36.12775632,128.4565348,구미시청,구미경찰서,Y,2,12,2021-04-20,5080000,경상북도 구미시
121,초등학교,덕촌초교,경상북도 구미시 옥성면 선상서로 584,경상북도 구미시 옥성면 덕촌리 449,36.26267827,128.2542729,구미시청,구미경찰서,Y,4,12,2021-04-20,5080000,경상북도 구미시
122,유치원,덕촌초등 병설,경상북도 구미시 옥성면 선상서로 584,경상북도 구미시 옥성면 덕촌리 449,36.2632339,128.2545447,구미시청,구미경찰서,Y,4,12,2021-04-20,5080000,경상북도 구미시
123,초등학교,도개초교,경상북도 구미시 도개면 도안로 108,경상북도 구미시 도개면 궁기리 748-6,36.30063089,128.331499,구미시청,구미경찰서,Y,3,12,2021-04-20,5080000,경상북도 구미시
